ID,Protein name
5123,small membrane protein
5124,hypothetical protein SCO5124
5125,hypothetical protein SCO5125
5126,hypothetical protein SCO5126
5127,hypothetical protein SCO5127
5128,hypothetical protein SCO5128
5129,ABC transporter ATP-binding protein
5130,ABC transporter
5131,two-component system sensor kinase
5132,two-component system response regulator
5133,hypothetical protein SCO5133
5134,hypothetical protein SCO5134
5135,ferredoxin
5136,N-succinyldiaminopimelate aminotransferase
5137,ATP-binding protein
5138,hypothetical protein SCO5138
5139,succinyl-diaminopimelate desuccinylase
5140,hypothetical protein SCO5140
5141,dihydropteroate synthase
5142,hypothetical protein SCO5142
5143,DNA-3-methyladenine glycosylase I
5144,acyl CoA isomerase
5145,hypothetical protein SCO5145
5146,methyltransferase
5147,RNA polymerase sigma factor SigE
5148,hypothetical protein SCO5148
5149,protease
5150,sec-independent translocase
5151,hypothetical protein SCO5151
5152,ATP-binding protein
5153,hypothetical protein SCO5153
5154,hypothetical protein SCO5154
5155,lipoprotein
5156,hypothetical protein SCO5156
5157,metal-transport protein
5158,hypothetical protein SCO5158
5159,integral membrane transport protein
5160,hypothetical protein SCO5160
5161,hypothetical protein SCO5161
5162,hypothetical protein SCO5162
5163,hypothetical protein SCO5163
5164,hypothetical protein SCO5164
5165,hydrolase
5166,helicase
5167,hypothetical protein SCO5167
5168,hypothetical protein SCO5168
5169,ATP-binding protein
5170,TetR family transcriptional regulator
5171,hypothetical protein SCO5171
5172,hydrolase
5173,hypothetical protein SCO5173
5174,transferase
5175,hypothetical protein SCO5175
5176,reductase
5177,hypothetical protein SCO5177
5178,molybdopterin biosynthesis-like protein MoeZ
5179,peptidase
5180,peptidase
5181,hypothetical protein SCO5181
5182,hypothetical protein SCO5182
5183,ATP-dependent DNA helicase
5184,ATP-dependent DNA helicase
5185,peptidase
5186,hypothetical protein SCO5186
5187,glutaredoxin-like protein
5188,ATP-dependent DNA helicase
5189,hypothetical protein SCO5189
5190,DNA-binding protein
5191,hypothetical protein SCO5191
5192,hypothetical protein SCO5192
5193,hypothetical protein SCO5193
5194,hypothetical protein SCO5194
5195,hypothetical protein SCO5195
5196,hypothetical protein SCO5196
5197,hypothetical protein SCO5197
5198,hypothetical protein SCO5198
5199,hypothetical protein SCO5199
5200,hypothetical protein SCO5200
5201,moaE-like protein
5202,hypothetical protein SCO5202
5203,hypothetical protein SCO5203
5204,hypothetical protein SCO5204
5205,hypothetical protein SCO5205
5206,hydrogen peroxide sensitive repressor
5207,hypothetical protein SCO5207
5208,monophosphatase
5209,TetR family transcriptional regulator
5210,molecular chaperone
5211,hypothetical protein SCO5211
5212,3-phosphoshikimate 1-carboxyvinyltransferase
5213,hypothetical protein SCO5213
5214,hypothetical protein SCO5214
5215,hypothetical protein SCO5215
5216,RNA polymerase sigma factor RpoE
5217,anti-sigma factor
5218,hypothetical protein SCO5218
5219,lipoprotein
5220,hypothetical protein SCO5220
5221,polypeptide deformylase
5222,lyase
5223,cytochrome P450
5224,AraC family transcription regulator
5225,ribonucleotide-diphosphate reductase small chain
5226,ribonucleotide-diphosphate reductase large chain
5227,redoxin
5228,acetyltransferase
5229,permease
5230,hypothetical protein SCO5230
5231,GntR family transcriptional regulator
5232,sugar transporter sugar binding protein
5233,sugar transporter integral membrane protein
5234,sugar transporter integral membrane protein
5235,sugar hydrolase
5236,glucosamine-6-phosphate deaminase
5237,oxidoreductase
5238,TetR family transcriptional regulator
5239,histidine kinase
5240,hypothetical protein SCO5240
5241,hypothetical protein SCO5241
5242,hypothetical protein SCO5242
5243,RNA polymerase sigma factor
5244,anti-sigma factor
5245,hypothetical protein SCO5245
5246,Na+/H+ antiporter
5247,deaminase
5248,hypothetical protein SCO5248
5249,nucleotide-binding protein
5250,polyprenyl synthetase
5251,acetyltransferase
5252,hypothetical protein SCO5252
5253,hypothetical protein SCO5253
5254,superoxide dismutase
5255,signal peptidase
5256,hypothetical protein SCO5256
5257,methyltransferase
5258,ATP-binding protein
5259,permease
5260,hypothetical protein SCO5260
5261,malate oxidoreductase
5262,dehydrogenase
5263,hypothetical protein SCO5263
5264,hypothetical protein SCO5264
5265,hypothetical protein SCO5265
5266,hypothetical protein SCO5266
5267,hypothetical protein SCO5267
5268,hypothetical protein SCO5268
5269,hypothetical protein SCO5269
5270,hypothetical protein SCO5270
5271,hypothetical protein SCO5271
5272,hypothetical protein SCO5272
5273,hypothetical protein SCO5273
5274,hypothetical protein SCO5274
5275,ATP/GTP binding protein
5276,hypothetical protein SCO5276
5277,magnesium chelatase
5278,magnesium chelatase
5279,hypothetical protein SCO5279
5280,ATP-binding protein
5281,alpha-ketoglutarate decarboxylase
5282,two-component system sensor kinase
5283,two-component system response regulator
5284,hypothetical protein SCO5284
5285,ATP-dependent protease
5286,hydrolase
5287,MarR family transcriptional regulator
5288,hypothetical protein SCO5288
5289,two component sensor kinase
5290,hypothetical protein SCO5290
5291,hypothetical protein SCO5291
5292,ATP/GTP-binding protein
5293,oxygenase subunit
5294,hypothetical protein SCO5294
5295,hypothetical protein SCO5295
5296,TetR family transcriptional regulator
5297,
5298,
5299,hypothetical protein SCO5299
5300,hypothetical protein SCO5300
5301,penicillin-binding protein
5302,integral membrane cell-cycle protein
5303,hypothetical protein SCO5303
5304,sensor-like histidine kinase
5305,lipoprotein
5306,protein phosphatase
5307,hypothetical protein SCO5307
5308,hypothetical protein SCO5308
5309,hypothetical protein SCO5309
5310,hypothetical protein SCO5310
5311,hypothetical protein SCO5311
5312,hypothetical protein SCO5312
5313,hypothetical protein SCO5313
5314,whiE protein VII
5315,polyketide cyclase
5316,acyl carrier protein
5317,polyketide beta-ketoacyl synthase beta
5318,polyketide beta-ketoacyl synthase alpha
5319,whiE protein II
5320,whiE protein I
5321,polyketide hydroxylase
5322,hypothetical protein SCO5322
5323,transcription regulator AsnC
5324,oxidoreductase
5325,hypothetical protein SCO5325
5326,hypothetical protein SCO5326
5327,transposase
5328,
5329,hypothetical protein SCO5329
5330,hypothetical protein SCO5330
5331,DNA methylase
5332,"hypothetical protein SCO5332, partial"
5333,hypothetical protein SCO5333
5334,hypothetical protein SCO5334
5335,hypothetical protein SCO5335
5336,mutT-like protein
5337,hypothetical protein SCO5337
5338,regulatory protein
5339,plasmid transfer protein
5340,hypothetical protein SCO5340
5341,SpdA2 protein
5342,SpdB2 protein
5343,SpdC2 protein
5344,SpdD2 protein
5345,hypothetical protein SCO5345
5346,hypothetical protein SCO5346
5347,replication initiation protein
5348,excisionase
5349,integrase
5350,hypothetical protein SCO5350
5351,regulatory protein
5352,arginyl tRNA synthetase
5353,diaminopimelate decarboxylase
5354,homoserine dehydrogenase
5355,threonine synthase
5356,homoserine kinase
5357,transcription termination factor Rho
5358,hypothetical protein SCO5358
5359,50S ribosomal protein L31
5360,peptide chain release factor 1
5361,methylase
5362,hypothetical protein SCO5362
5363,"hypothetical protein SCO5363, partial"
5364,serine hydroxymethyltransferase
5365,transferase
5366,ATP synthase I
5367,F0F1 ATP synthase subunit A
5368,ATP synthase subunit C
5369,F0F1 ATP synthase subunit B
5370,F0F1 ATP synthase subunit delta
5371,F0F1 ATP synthase subunit alpha
5372,F0F1 ATP synthase subunit gamma
5373,F0F1 ATP synthase subunit beta
5374,F0F1 ATP synthase subunit epsilon
5375,hypothetical protein SCO5375
5376,chitinase C
5377,chitinase two-component response regulator
5378,chitinase two-component sensor kinase
5379,hypothetical protein SCO5379
5380,hypothetical protein SCO5380
5381,hypothetical protein SCO5381
5382,ABC transporter
5383,ABC transporter ATP-binding protein
5384,TetR family transcriptional regulator
5385,3-hydroxybutyryl-CoA dehydrogenase
5386,anti-sigma factor antagonist
5387,hypothetical protein SCO5387
5388,hypothetical protein SCO5388
5389,hypothetical protein SCO5389
5390,alkanal monooxygenase
5391,ATP/GTP-binding protein
5392,ABC transporter
5393,ABC transporter ATP-binding protein
5394,ABC transporter
5395,ABC transporter ATP-binding protein
5396,cellulose-binding protein
5397,large Ala/Glu-rich protein
5398,hypothetical protein SCO5398
5399,acetyl-CoA acetyltransferase
5400,transport system kinase
5401,hypothetical protein SCO5401
5402,hypothetical protein SCO5402
5403,two-component system response regulator
5404,two-component sensor kinase
5405,transcriptional regulator
5406,hypothetical protein SCO5406
5407,hypothetical protein SCO5407
5408,hypothetical protein SCO5408
5409,hypothetical protein SCO5409
5410,hypothetical protein SCO5410
5411,integrase/recombinase
5412,"hypothetical protein SCO5412, partial"
5413,MarR-transcriptional regulator
5414,hypothetical protein SCO5414
5415,isobutyryl-CoA mutase A
5416,transcriptional regulator
5417,zinc-binding oxidoreductase
5418,transcriptional regulator
5419,thioredoxin
5420,cholesterol esterase
5421,hypothetical protein SCO5421
5422,hypothetical protein SCO5422
5423,pyruvate kinase
5424,acetate kinase
5425,phosphate acetyltransferase
5426,6-phosphofructokinase
5427,hypothetical protein SCO5427
5428,integral membrane transport protein
5429,integral membrane transport protein
5430,extracellular solute-binding lipoprotein
5431,nucleosidase
5432,hypothetical protein SCO5432
5433,AfsR-like regulator
5434,two-component response regulator
5435,two-component sensor kinase
5436,sodium:dicarboxylate symporter
5437,MerR family transcriptional regulator
5438,thioredoxin
5439,hypothetical protein SCO5439
5440,glycogen branching protein
5441,hypothetical protein SCO5441
5442,trehalose synthase
5443,alpha-amylase
5444,glycogen phosphorylase
5445,hypothetical protein SCO5445
5446,hypothetical protein SCO5446
5447,neutral zinc metalloprotease
5448,ABC transporter
5449,ABC transporter
5450,ABC transporter
5451,ABC transporter
5452,ABC transporter ATP-binding protein
5453,hypothetical protein SCO5453
5454,two-component system sensor kinase
5455,two-component system response regulator
5456,glycosyl hydrolase
5457,lipoprotein
5458,lipoprotein
5459,enoyl-CoA hydratase
5460,AbaA-like regulatory protein
5461,hypothetical protein SCO5461
5462,hypothetical protein SCO5462
5463,MerR family transcriptional regulator
5464,hypothetical protein SCO5464
5465,hypothetical protein SCO5465
5466,hydrolase
5467,"muramoyl-pentapeptide carboxypeptidase, partial"
5468,transmembrane transport protein
5469,L-serine dehydratase
5470,serine hydroxymethyltransferase
5471,glycine cleavage system protein H
5472,glycine cleavage system aminomethyltransferase T
5473,ATP/GTP binding protein
5474,hypothetical protein SCO5474
5475,hypothetical protein SCO5475
5476,oligopeptide transport integral membrane protein
5477,oligopeptide-binding lipoprotein
5478,oligopeptide transport system integral membrane protein
5479,oligopeptide ABC transporter ATP-binding protein
5480,oligopeptide ABC transporter ATP-binding protein
5481,hypothetical protein SCO5481
5482,hypothetical protein SCO5482
5483,transcriptional regulator
5484,small hydrophobic membrane protein
5485,small hydrophobic membrane protein
5486,pyridoxal-phosphate-dependent aminotransferase
5487,hypothetical protein SCO5487
5488,tRNA-specific 2-thiouridylase MnmA
5489,hypothetical protein SCO5489
5490,hypothetical protein SCO5490
5491,hypothetical protein SCO5491
5492,short chain dehydrogenase
5493,hypothetical protein SCO5493
5494,NAD-dependent DNA ligase LigA
5495,phosphodiesterase
5496,small membrane hydrophobic protein
5497,hypothetical protein SCO5497
5498,aspartyl/glutamyl-tRNA amidotransferase subunit C
5499,aspartyl/glutamyl-tRNA amidotransferase subunit A
5500,hypothetical protein SCO5500
5501,aspartyl/glutamyl-tRNA amidotransferase subunit B
5502,integral membrane export protein
5503,acetyltransferase
5504,hypothetical protein SCO5504
5505,hypothetical protein SCO5505
5506,regulatory protein
5507,hypothetical protein SCO5507
5508,oxidoreductase
5509,oxidoreductase
5510,dehydrogenase
5511,membrane associated phophodiesterase
5512,acetolactate synthase 1 catalytic subunit
5513,acetolactate synthase 3 regulatory subunit
5514,ketol-acid reductoisomerase
5515,D-3-phosphoglycerate dehydrogenase
5516,integral membrane efflux protein
5517,transcriptional regulator
5518,transcriptional regulator
5519,hypothetical protein SCO5519
5520,"delta-1-pyrroline-5-carboxylate dehydrogenase, partial"
5521,hypothetical protein SCO5521
5522,3-isopropylmalate dehydrogenase
5523,branched-chain amino acid aminotransferase
5524,transmembrane transport protein
5525,bifunctional urease subunit gamma/beta
5526,urease subunit alpha
5527,hypothetical protein SCO5527
5528,transcriptional regulator
5529,alpha-isopropylmalate/homocitrate synthase family transferase
5530,hypothetical protein SCO5530
5531,hypothetical protein SCO5531
5532,transcriptional regulator
5533,hypothetical protein SCO5533
5534,lyase
5535,carboxyl transferase
5536,hypothetical protein SCO5536
5537,ATP/GTP binding protein
5538,hypothetical protein SCO5538
5539,hypothetical protein SCO5539
5540,hypothetical protein SCO5540
5541,ATP-GTP binding protein
5542,hypothetical protein SCO5542
5543,hypothetical protein SCO5543
5544,hypothetical protein SCO5544
5545,hypothetical protein SCO5545
5546,hypothetical protein SCO5546
5547,glutamyl-tRNA synthetase
5548,hypothetical protein SCO5548
5549,hydrolase
5550,transcriptional regulator
5551,hypothetical protein SCO5551
5552,regulator
5553,isopropylmalate isomerase large subunit
5554,isopropylmalate isomerase small subunit
5555,hypothetical protein SCO5555
5556,histone-like DNA binding protein
5557,hypothetical protein SCO5557
5558,acyltransferase
5559,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
5560,D-alanyl-alanine synthetase A
5561,hypothetical protein SCO5561
5562,thiamine monophosphate kinase
5563,phosphomethylpyrimidine kinase
5564,50S ribosomal protein L28
5565,hypothetical protein SCO5565
5566,ATP-dependent DNA helicase RecG
5567,DNA methylase
5568,phosphopantetheine adenylyltransferase
5569,hypothetical protein SCO5569
5570,hypothetical protein SCO5570
5571,50S ribosomal protein L32
5572,ribonuclease III
5573,formamidopyrimidine-DNA glycosylase
5574,hypothetical protein SCO5574
5575,transmembrane protein
5576,acylphosphatase
5577,chromosome associated protein
5578,sugar transporter
5579,transmembrane protein
5580,docking protein
5581,hypothetical protein SCO5581
5582,regulator
5583,ammonium transporter
5584,"nitrogen regulatory protein P-II, partial"
5585,PII uridylyl-transferase
5586,signal recognition particle protein
5587,cell division protein FtsH-like protein
5588,lipoprotein
5589,hypothetical protein SCO5589
5590,hypothetical protein SCO5590
5591,30S ribosomal protein S16
5592,hypothetical protein SCO5592
5593,16S rRNA-processing protein RimM
