#Replicon Name,Replicon Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,COG(s),Protein name
chr,NC_003888.3,5050699,5051364,+,1100069,-,SCO4629,NP_628791.1,221,-,hypothetical protein SCO4629
chr,NC_003888.3,5051465,5052724,-,1100070,-,SCO4630,NP_733643.1,419,-,hypothetical protein SCO4630
chr,NC_003888.3,5052984,5054666,-,1100071,-,SCO4631,NP_628792.1,560,-,hypothetical protein SCO4631
chr,NC_003888.3,5055828,5058728,+,1100073,-,SCO4632,NP_628793.1,966,-,ATP/GTP binding protein
chr,NC_003888.3,5059025,5059681,-,1100074,-,SCO4633,NP_628794.1,218,-,hypothetical protein SCO4633
chr,NC_003888.3,5059786,5061090,-,1100075,-,SCO4634,NP_628795.1,434,-,hydrolase
chr,NC_003888.3,5061599,5061763,+,1100076,rpmG,SCO4635,NP_628796.1,54,-,50S ribosomal protein L33
chr,NC_003888.3,5061859,5062311,+,1100077,-,SCO4636,NP_628797.1,150,-,hypothetical protein SCO4636
chr,NC_003888.3,5062317,5062745,+,1100078,-,SCO4637,NP_628798.1,142,-,hypothetical protein SCO4637
chr,NC_003888.3,5062845,5063669,-,1100079,-,SCO4638,NP_628799.1,274,-,hypothetical protein SCO4638
chr,NC_003888.3,5063734,5064339,+,1100080,-,SCO4639,NP_628800.1,201,-,hypothetical protein SCO4639
chr,NC_003888.3,5064405,5064998,+,1100081,-,SCO4640,NP_628801.1,197,-,TetR family transcriptional regulator
chr,NC_003888.3,5065114,5066586,+,1100082,-,SCO4641,NP_628802.1,490,-,transmembrane efflux protein
chr,NC_003888.3,5066624,5067004,+,1100083,-,SCO4642,NP_628803.1,126,-,hypothetical protein SCO4642
chr,NC_003888.3,5067001,5068152,+,1100084,murB,SCO4643,NP_628804.1,383,-,UDP-N-acetylenolpyruvoylglucosamine reductase
chr,NC_003888.3,5068592,5069623,-,1100085,-,SCO4644,NP_628805.1,343,-,adenosine deaminase
chr,NC_003888.3,5069749,5070975,-,1100086,-,SCO4645,NP_628806.1,408,-,aspartate aminotransferase
chr,NC_003888.3,5071396,5071680,+,1100087,secE,SCO4646,NP_628807.1,94,-,preprotein translocase subunit SecE
chr,NC_003888.3,5071761,5072663,+,1100088,-,SCO4647,NP_628808.1,300,-,transcription antitermination protein
chr,NC_003888.3,5072851,5073285,+,1100089,rplK,SCO4648,NP_628809.1,144,-,50S ribosomal protein L11
chr,NC_003888.3,5073369,5074094,+,1100090,rplA,SCO4649,NP_628810.1,241,-,50S ribosomal protein L1
chr,NC_003888.3,5074267,5075124,+,1100091,-,SCO4650,NP_628811.1,285,-,lipoprotein
chr,NC_003888.3,5075273,5076121,+,1100092,-,SCO4651,NP_628812.1,282,-,lipoprotein
chr,NC_003888.3,5076440,5076970,+,1100093,rplJ,SCO4652,NP_628813.1,176,-,50S ribosomal protein L10
chr,NC_003888.3,5077088,5077471,+,1100094,rplL,SCO4653,NP_628814.1,127,-,50S ribosomal protein L7/L12
chr,NC_003888.3,5078061,5081546,+,1100095,rpoB,SCO4654,NP_628815.1,1161,-,DNA-directed RNA polymerase subunit beta
chr,NC_003888.3,5081644,5085543,+,1100096,-,SCO4655,NP_733644.1,1299,-,DNA-directed RNA polymerase subunit beta\'
chr,NC_003888.3,5085653,5086240,+,1100097,-,SCO4656,NP_628816.1,195,-,hypothetical protein SCO4656
chr,NC_003888.3,5086257,5087561,-,1100098,-,SCO4657,NP_628817.1,434,-,hypothetical protein SCO4657
chr,NC_003888.3,5087653,5088690,+,1100099,-,SCO4658,NP_628818.1,345,-,glucosyltransferase
chr,NC_003888.3,5088946,5089317,+,1100100,rpsL,SCO4659,NP_628819.1,123,-,30S ribosomal protein S12
chr,NC_003888.3,5089320,5089790,+,1100101,-,SCO4660,NP_628820.1,156,-,30S ribosomal protein S7
chr,NC_003888.3,5089830,5091956,+,1100102,-,SCO4661,NP_628821.1,708,-,elongation factor G
chr,NC_003888.3,5092130,5093323,+,1100103,tuf,SCO4662,NP_628822.1,397,-,elongation factor Tu
chr,NC_003888.3,5093313,5093666,-,1100104,-,SCO4663,NP_628823.1,117,-,hypothetical protein SCO4663
chr,NC_003888.3,5093796,5095631,-,1100105,-,SCO4664,NP_628824.1,611,-,hypothetical protein SCO4664
chr,NC_003888.3,5095647,5096276,-,1100106,-,SCO4665,NP_628825.1,209,-,hypothetical protein SCO4665
chr,NC_003888.3,5096270,5097010,-,1100107,-,SCO4666,NP_628826.1,246,-,ABC transporter ATP-binding protein
chr,NC_003888.3,5097181,5098476,+,1100108,-,SCO4667,NP_628827.1,431,-,two-component system sensor kinase
chr,NC_003888.3,5098476,5099108,+,1100109,-,SCO4668,NP_628828.1,210,-,two-component system response regulator
chr,NC_003888.3,5099276,5100415,+,1100110,-,SCO4669,NP_628829.1,379,-,hypothetical protein SCO4669
chr,NC_003888.3,5100500,5101891,-,1100111,-,SCO4670,NP_628830.1,463,-,serine protease
chr,NC_003888.3,5102043,5102990,-,1100112,-,SCO4671,NP_628831.1,315,-,LysR family transcriptional regulator
chr,NC_003888.3,5103076,5104845,-,1100113,-,SCO4672,NP_628832.1,589,-,hypothetical protein SCO4672
chr,NC_003888.3,5104850,5105869,-,1100114,-,SCO4673,NP_628833.1,339,-,DeoR family transcriptional regulator
chr,NC_003888.3,5105881,5106318,+,1100115,-,SCO4674,NP_628834.1,145,-,hypothetical protein SCO4674
chr,NC_003888.3,5106331,5107239,-,1100116,-,SCO4675,NP_628835.1,302,-,hypothetical protein SCO4675
chr,NC_003888.3,5107257,5108129,-,1100117,-,SCO4676,NP_733645.1,290,-,hypothetical protein SCO4676
chr,NC_003888.3,5108377,5108811,-,1100118,-,SCO4677,NP_628836.1,144,-,regulatory protein
chr,NC_003888.3,5108924,5109772,+,1100119,-,SCO4678,NP_628837.1,282,-,hypothetical protein SCO4678
chr,NC_003888.3,5109769,5109960,+,1100120,-,SCO4679,NP_628838.1,63,-,hypothetical protein SCO4679
chr,NC_003888.3,5109911,5110801,-,1100121,-,SCO4680,NP_628839.1,296,-,DNA-binding protein
chr,NC_003888.3,5110846,5111655,+,1100122,-,SCO4681,NP_628840.1,269,-,short chain dehydrogenase
chr,NC_003888.3,5111657,5111866,+,1100123,-,SCO4682,NP_628841.1,69,-,tautomerase
chr,NC_003888.3,5112014,5113399,+,1100124,-,SCO4683,NP_628842.1,461,-,glutamate dehydrogenase
chr,NC_003888.3,5113748,5113951,+,1100125,-,SCO4684,NP_628843.1,67,-,cold shock protein
chr,NC_003888.3,5114147,5115568,+,1100126,-,SCO4685,NP_628844.1,473,-,DEAD/DEAH box helicase
chr,NC_003888.3,5115614,5115925,+,1100127,-,SCO4686,NP_628845.1,103,-,hypothetical protein SCO4686
chr,NC_003888.3,5115961,5116320,-,1100128,-,SCO4687,NP_628846.1,119,-,hypothetical protein SCO4687
chr,NC_003888.3,5116372,5116728,-,1100129,-,SCO4688,NP_628847.1,118,-,hypothetical protein SCO4688
chr,NC_003888.3,5117228,5117560,+,1100130,-,SCO4689,NP_628848.1,110,-,hypothetical protein SCO4689
chr,NC_003888.3,5117634,5117876,+,1100131,-,SCO4690,NP_628849.1,80,-,hypothetical protein SCO4690
chr,NC_003888.3,5117928,5118521,+,1100132,-,SCO4691,NP_628850.1,197,-,hypothetical protein SCO4691
chr,NC_003888.3,5118613,5119260,+,1100133,-,SCO4692,NP_628851.1,215,-,hypothetical protein SCO4692
chr,NC_003888.3,5119357,5119617,+,1100134,-,SCO4693,NP_628852.1,86,-,hypothetical protein SCO4693
chr,NC_003888.3,5119650,5119892,+,1100135,-,SCO4694,NP_628853.1,80,-,hypothetical protein SCO4694
chr,NC_003888.3,5119938,5120483,+,1100136,-,SCO4695,NP_628854.1,181,-,hypothetical protein SCO4695
chr,NC_003888.3,5120514,5120981,+,1100137,-,SCO4696,NP_628855.1,155,-,hypothetical protein SCO4696
chr,NC_003888.3,5121109,5122923,+,1100138,-,SCO4697,NP_628856.1,604,-,hypothetical protein SCO4697
chr,NC_003888.3,5122836,5123855,+,1100139,-,SCO4698,NP_628857.1,339,-,IS1652 transposase
chr,NC_003888.3,5123855,5126638,+,1100140,-,SCO4699,NP_628858.1,927,-,Rhs protein
chr,NC_003888.3,5126659,5127108,+,1100141,-,SCO4700,NP_628859.1,149,-,hypothetical protein SCO4700
chr,NC_003888.3,5127609,5127917,+,1100142,rpsJ,SCO4701,NP_628860.1,102,-,30S ribosomal protein S10
chr,NC_003888.3,5127934,5128578,+,1100143,rplC,SCO4702,NP_628861.1,214,-,50S ribosomal protein L3
chr,NC_003888.3,5128587,5129246,+,1100144,rplD,SCO4703,NP_628862.1,219,-,50S ribosomal protein L4
chr,NC_003888.3,5129246,5129665,+,1100145,rplW,SCO4704,NP_628863.1,139,-,50S ribosomal protein L23
chr,NC_003888.3,5129706,5130542,+,1100146,rplB,SCO4705,NP_628864.1,278,-,50S ribosomal protein L2
chr,NC_003888.3,5130555,5130836,+,1100147,rpsS,SCO4706,NP_628865.1,93,-,30S ribosomal protein S19
chr,NC_003888.3,5130849,5131226,+,1100148,rplV,SCO4707,NP_628866.1,125,-,50S ribosomal protein L22
chr,NC_003888.3,5131226,5132059,+,1100149,rpsC,SCO4708,NP_628867.1,277,-,30S ribosomal protein S3
chr,NC_003888.3,5132065,5132484,+,1100150,rplP,SCO4709,NP_628868.1,139,-,50S ribosomal protein L16
chr,NC_003888.3,5132484,5132708,+,1100151,-,SCO4710,NP_628869.1,74,-,50S ribosomal protein L29
chr,NC_003888.3,5132708,5132995,+,1100152,rpsQ,SCO4711,NP_628870.1,95,-,30S ribosomal protein S17
chr,NC_003888.3,5133103,5133471,+,1100153,rplN,SCO4712,NP_628871.1,122,-,50S ribosomal protein L14
chr,NC_003888.3,5133474,5133797,+,1100154,rplX,SCO4713,NP_628872.1,107,-,50S ribosomal protein L24
chr,NC_003888.3,5133797,5134354,+,1100155,rplE,SCO4714,NP_628873.1,185,-,50S ribosomal protein L5
chr,NC_003888.3,5134360,5134545,+,1100156,rpsN,SCO4715,NP_628874.1,61,-,30S ribosomal protein S14
chr,NC_003888.3,5134757,5135155,+,1100157,rpsH,SCO4716,NP_628875.1,132,-,30S ribosomal protein S8
chr,NC_003888.3,5135180,5135719,+,1100158,rplF,SCO4717,NP_628876.1,179,-,50S ribosomal protein L6
chr,NC_003888.3,5135723,5136106,+,1100159,rplR,SCO4718,NP_628877.1,127,-,50S ribosomal protein L18
chr,NC_003888.3,5136150,5136755,+,1100160,rpsE,SCO4719,NP_628878.1,201,-,30S ribosomal protein S5
chr,NC_003888.3,5136758,5136940,+,1100161,rpmD,SCO4720,NP_628879.1,60,-,50S ribosomal protein L30
chr,NC_003888.3,5136943,5137398,+,1100162,rplO,SCO4721,NP_628880.1,151,-,50S ribosomal protein L15
chr,NC_003888.3,5137655,5138968,+,1100163,secY,SCO4722,NP_628881.1,437,-,preprotein translocase subunit SecY
chr,NC_003888.3,5138968,5139621,+,1100164,adk,SCO4723,NP_733646.1,217,-,adenylate kinase
chr,NC_003888.3,5139773,5140609,+,1100165,-,SCO4724,NP_628882.1,278,-,methionine aminopeptidase
chr,NC_003888.3,5140751,5140972,+,1100166,infA,SCO4725,NP_628883.1,73,-,translation initiation factor IF-1
chr,NC_003888.3,5141041,5141154,+,1100167,rpmJ,SCO4726,NP_628884.1,37,-,50S ribosomal protein L36
chr,NC_003888.3,5141343,5141723,+,1100168,rpsM,SCO4727,NP_628885.1,126,-,30S ribosomal protein S13
chr,NC_003888.3,5141791,5142195,+,1100169,-,SCO4728,NP_628886.1,134,-,30S ribosomal protein S11
chr,NC_003888.3,5142327,5143349,+,1100170,-,SCO4729,NP_628887.1,340,-,DNA-directed RNA polymerase subunit alpha
chr,NC_003888.3,5143544,5144050,+,1100171,rplQ,SCO4730,NP_628888.1,168,-,50S ribosomal protein L17
chr,NC_003888.3,5144190,5145044,+,1100172,truA,SCO4731,NP_628889.1,284,-,tRNA pseudouridine synthase A
chr,NC_003888.3,5145064,5145963,-,1100173,-,SCO4732,NP_628890.1,299,-,hypothetical protein SCO4732
chr,NC_003888.3,5146008,5147243,+,1100174,-,SCO4733,NP_628891.1,411,-,hypothetical protein SCO4733
chr,NC_003888.3,5147451,5147894,+,1100175,rplM,SCO4734,NP_628892.1,147,-,50S ribosomal protein L13
chr,NC_003888.3,5147937,5148449,+,1100176,rpsI,SCO4735,NP_628893.1,170,-,30S ribosomal protein S9
chr,NC_003888.3,5148674,5150032,+,1100177,glmM,SCO4736,NP_628894.1,452,-,phosphoglucosamine mutase
chr,NC_003888.3,5150160,5151107,-,1100178,-,SCO4737,NP_628895.1,315,-,"hypothetical protein SCO4737, partial"
chr,NC_003888.3,5151168,5152157,-,1100179,-,SCO4738,NP_628896.1,329,-,pantothenate kinase
chr,NC_003888.3,5152417,5153223,+,1100180,-,SCO4739,NP_628897.1,268,-,lipoprotein
chr,NC_003888.3,5153334,5155181,+,1100181,-,SCO4740,NP_628898.1,615,-,glucosamine--fructose-6-phosphate aminotransferase
chr,NC_003888.3,5155213,5155785,-,1100182,-,SCO4741,NP_628899.1,190,-,hypothetical protein SCO4741
chr,NC_003888.3,5155831,5157288,-,1100183,-,SCO4742,NP_628900.1,485,-,hypothetical protein SCO4742
chr,NC_003888.3,5157368,5157973,+,1100184,-,SCO4743,NP_628901.1,201,-,hypothetical protein SCO4743
chr,NC_003888.3,5158001,5158372,-,1100185,acpS,SCO4744,NP_628902.1,123,-,4\'-phosphopantetheinyl transferase
chr,NC_003888.3,5158508,5159683,+,1100186,-,SCO4745,NP_628903.1,391,-,alanine racemase
chr,NC_003888.3,5159838,5161100,+,1100187,-,SCO4746,NP_628904.1,420,-,lipase
chr,NC_003888.3,5161171,5161617,+,1100188,-,SCO4747,NP_628905.1,148,-,ATP/GTP binding protein
chr,NC_003888.3,5161764,5162000,+,1100189,-,SCO4748,NP_628906.1,78,-,hypothetical protein SCO4748
chr,NC_003888.3,5162036,5162590,-,1100190,-,SCO4749,NP_628907.1,184,-,hypothetical protein SCO4749
chr,NC_003888.3,5162784,5163437,+,1100191,-,SCO4750,NP_628908.1,217,-,hypothetical protein SCO4750
chr,NC_003888.3,5163434,5163967,+,1100192,-,SCO4751,NP_628909.1,177,-,acetyltransferase
chr,NC_003888.3,5163960,5165084,+,1100193,-,SCO4752,NP_628910.1,374,-,DNA-binding/iron metalloprotein/AP endonuclease
chr,NC_003888.3,5165081,5165353,+,1100194,-,SCO4753,NP_628911.1,90,-,hypothetical protein SCO4753
chr,NC_003888.3,5165438,5166505,+,1100195,-,SCO4754,NP_628912.1,355,-,transcriptional regulator
chr,NC_003888.3,5166604,5167686,+,1100196,-,SCO4755,NP_628913.1,360,-,transcriptional regulator
chr,NC_003888.3,5167797,5168153,+,1100197,-,SCO4756,NP_628914.1,118,-,hypothetical protein SCO4756
chr,NC_003888.3,5168216,5169475,+,1100198,-,SCO4757,NP_628915.1,419,-,hypothetical protein SCO4757
chr,NC_003888.3,5169472,5170752,-,1100199,-,SCO4758,NP_628916.1,426,-,hypothetical protein SCO4758
chr,NC_003888.3,5170780,5171655,+,1100200,-,SCO4759,NP_628917.1,291,-,hypothetical protein SCO4759
chr,NC_003888.3,5171652,5172401,+,1100201,-,SCO4760,NP_628918.1,249,-,hypothetical protein SCO4760
chr,NC_003888.3,5172737,5173045,+,1100202,groES,SCO4761,NP_628919.1,102,-,co-chaperonin GroES
chr,NC_003888.3,5173179,5174804,+,1100203,groEL,SCO4762,NP_628920.1,541,-,chaperonin GroEL
chr,NC_003888.3,5175044,5176285,-,1100204,-,SCO4763,NP_628921.1,413,-,hypothetical protein SCO4763
chr,NC_003888.3,5176428,5177201,-,1100205,-,SCO4764,NP_628922.1,257,-,dehydrogenase
chr,NC_003888.3,5177256,5177957,-,1100206,-,SCO4765,NP_628923.1,233,-,hypothetical protein SCO4765
chr,NC_003888.3,5178021,5178941,+,1100207,-,SCO4766,NP_628924.1,306,-,transcriptional regulator
chr,NC_003888.3,5179007,5179345,-,1100208,-,SCO4767,NP_628925.1,112,-,regulatory protein
chr,NC_003888.3,5179727,5180338,+,1100209,-,SCO4768,NP_628926.1,203,-,two-component regulator
chr,NC_003888.3,5180620,5181207,+,1100210,-,SCO4769,NP_628927.1,195,-,RNA polymerase sigma factor SigD
chr,NC_003888.3,5181347,5182852,+,1100211,-,SCO4770,NP_628928.1,501,-,inosine 5\' monophosphate dehydrogenase
chr,NC_003888.3,5182993,5184117,+,1100212,-,SCO4771,NP_628929.1,374,-,inosine 5-monophosphate dehydrogenase
chr,NC_003888.3,5184449,5185669,+,1100213,-,SCO4772,NP_628930.1,406,-,transposase
chr,NC_003888.3,5185771,5186988,-,1100214,-,SCO4773,NP_628931.1,405,-,nucleotide-sugar dehydrogenase
chr,NC_003888.3,5187291,5188997,+,1100215,-,SCO4774,NP_628932.1,568,-,glycerol phosphate dehydrogenase
chr,NC_003888.3,5189098,5191251,+,1100216,-,SCO4775,NP_628933.1,717,-,Ser/Thr protein kinase
chr,NC_003888.3,5191425,5194364,+,1100217,-,SCO4776,NP_628934.1,979,-,Ser/Thr protein kinase
chr,NC_003888.3,5194501,5196300,+,1100218,-,SCO4777,NP_628935.1,599,-,protein Ser/Thr kinase
chr,NC_003888.3,5196394,5197536,+,1100219,-,SCO4778,NP_628936.1,380,-,Ser/Thr protein kinase
chr,NC_003888.3,5197710,5199356,+,1100220,-,SCO4779,NP_628937.1,548,-,Ser/Thr protein kinase
chr,NC_003888.3,5199496,5201109,+,1100221,gabD2,SCO4780,NP_628938.1,537,-,succinic semialdehyde dehydrogenase
chr,NC_003888.3,5201210,5203018,+,1100222,-,SCO4781,NP_628939.1,602,-,cholesterol oxidase
chr,NC_003888.3,5203137,5203796,-,1100223,-,SCO4782,NP_628940.1,219,-,hypothetical protein SCO4782
chr,NC_003888.3,5203840,5204163,+,1100224,-,SCO4783,NP_628941.1,107,-,hypothetical protein SCO4783
chr,NC_003888.3,5204510,5204842,-,1100225,-,SCO4784,NP_628942.1,110,-,hypothetical protein SCO4784
chr,NC_003888.3,5205166,5206746,+,1100226,guaA,SCO4785,NP_628943.1,526,-,GMP synthase
chr,NC_003888.3,5206750,5207217,-,1100227,-,SCO4786,NP_628944.1,155,-,hypothetical protein SCO4786
chr,NC_003888.3,5207363,5208166,+,1100228,-,SCO4787,NP_628945.1,267,-,hypothetical protein SCO4787
chr,NC_003888.3,5208328,5209623,+,1100229,-,SCO4788,NP_628946.1,431,-,ntegral membrane protein
chr,NC_003888.3,5209775,5210290,+,1100230,-,SCO4789,NP_628947.1,171,-,hypothetical protein SCO4789
chr,NC_003888.3,5210501,5211922,-,1100231,-,SCO4790,NP_733647.1,473,-,hypothetical protein SCO4790
chr,NC_003888.3,5212113,5213405,+,1100232,-,SCO4791,NP_628948.1,430,-,two-component system sensor kinase
chr,NC_003888.3,5213402,5214157,+,1100233,-,SCO4792,NP_628949.1,251,-,two-component system DNA-binding response regulator
chr,NC_003888.3,5214259,5215302,-,1100234,-,SCO4793,NP_628950.1,347,-,hypothetical protein SCO4793
chr,NC_003888.3,5215428,5215964,+,1100235,-,SCO4794,NP_628951.1,178,-,hypothetical protein SCO4794
chr,NC_003888.3,5215942,5216958,-,1100236,-,SCO4795,NP_628952.1,338,-,hypothetical protein SCO4795
chr,NC_003888.3,5216985,5218181,-,1100237,-,SCO4796,NP_628953.1,398,-,hypothetical protein SCO4796
chr,NC_003888.3,5218624,5221119,+,1100238,-,SCO4797,NP_628954.1,831,-,ATP-dependent DNA helicase II
chr,NC_003888.3,5221209,5222906,-,1100239,-,SCO4798,NP_628955.1,565,-,peptidase
chr,NC_003888.3,5223103,5224098,-,1100240,-,SCO4799,NP_628956.1,331,-,lipase
chr,NC_003888.3,5224492,5224908,+,1100241,-,SCO4800,NP_628957.1,138,-,"isobutyryl-CoA mutase, small subunit"
chr,NC_003888.3,5225006,5226826,-,1100242,-,SCO4801,NP_628958.1,606,-,hypothetical protein SCO4801
chr,NC_003888.3,5226862,5228001,-,1100243,-,SCO4802,NP_628959.1,379,-,hypothetical protein SCO4802
chr,NC_003888.3,5228085,5229206,+,1100244,-,SCO4803,NP_628960.1,373,-,hypothetical protein SCO4803
chr,NC_003888.3,5229309,5231756,+,1100245,-,SCO4804,NP_628961.1,815,-,hypothetical protein SCO4804
chr,NC_003888.3,5231927,5233081,+,1100246,-,SCO4805,NP_628962.1,384,-,hypothetical protein SCO4805
chr,NC_003888.3,5233252,5234196,+,1100247,-,SCO4806,NP_628963.1,314,-,hypothetical protein SCO4806
chr,NC_003888.3,5234328,5234783,+,1100248,-,SCO4807,NP_628964.1,151,-,hypothetical protein SCO4807
chr,NC_003888.3,5234993,5236177,+,1100249,sucC,SCO4808,NP_628965.1,394,-,succinyl-CoA synthetase subunit beta
chr,NC_003888.3,5236206,5237090,+,1100250,-,SCO4809,NP_628966.1,294,-,succinyl-CoA synthetase subunit alpha
chr,NC_003888.3,5237203,5238231,-,1100251,-,SCO4810,NP_628967.1,342,-,hypothetical protein SCO4810
chr,NC_003888.3,5238424,5240100,+,1100252,-,SCO4811,NP_628968.1,558,-,hypothetical protein SCO4811
chr,NC_003888.3,5240239,5241036,-,1100253,-,SCO4812,NP_628969.1,265,-,hypothetical protein SCO4812
chr,NC_003888.3,5241331,5241978,+,1100254,purN,SCO4813,NP_628970.1,215,-,phosphoribosylglycinamide formyltransferase
chr,NC_003888.3,5241975,5243546,+,1100255,purH,SCO4814,NP_628971.1,523,-,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
chr,NC_003888.3,5243963,5244607,-,1100256,-,SCO4815,NP_628972.1,214,-,hypothetical protein SCO4815
chr,NC_003888.3,5244609,5247029,-,1100257,-,SCO4816,NP_733648.1,806,-,hypothetical protein SCO4816
chr,NC_003888.3,5247215,5248573,-,1100258,-,SCO4817,NP_628973.1,452,-,Ser/Thr protein kinase
chr,NC_003888.3,5248570,5249310,-,1100259,-,SCO4818,NP_628974.1,246,-,hypothetical protein SCO4818
chr,NC_003888.3,5249522,5249992,-,1100260,-,SCO4819,NP_628975.1,156,-,hypothetical protein SCO4819
chr,NC_003888.3,5250091,5252229,-,1100261,-,SCO4820,NP_628976.1,712,-,Ser/Thr protein kinase
chr,NC_003888.3,5252226,5252957,-,1100262,-,SCO4821,NP_628977.1,243,-,hypothetical protein SCO4821
chr,NC_003888.3,5253098,5253685,-,1100263,-,SCO4822,NP_628978.1,195,-,hypothetical protein SCO4822
chr,NC_003888.3,5253808,5253984,+,1100264,-,SCO4823,NP_628979.1,58,-,hypothetical protein SCO4823
chr,NC_003888.3,5253981,5254835,+,1100265,-,SCO4824,NP_628980.1,284,-,"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase"
chr,NC_003888.3,5254825,5255361,+,1100266,-,SCO4825,NP_628981.1,178,-,hypothetical protein SCO4825
chr,NC_003888.3,5255658,5257154,+,1100267,-,SCO4826,NP_628982.1,498,-,hypothetical protein SCO4826
chr,NC_003888.3,5257517,5258506,+,1100268,-,SCO4827,NP_628983.1,329,-,malate dehydrogenase
chr,NC_003888.3,5258735,5260264,+,1100269,-,SCO4828,NP_628984.1,509,-,betaine aldehyde dehydrogenase
chr,NC_003888.3,5260321,5261853,+,1100270,-,SCO4829,NP_628985.1,510,-,oxidoreductase
chr,NC_003888.3,5261850,5263034,+,1100271,-,SCO4830,NP_628986.1,394,-,glycine/betaine ABC transporter ATP-binding protein
chr,NC_003888.3,5263034,5264980,+,1100272,-,SCO4831,NP_628987.1,648,-,glycine/betaine ABC transporter integral membrane protein
chr,NC_003888.3,5264982,5265950,+,1100273,-,SCO4832,NP_628988.1,322,-,glycine/betaine-binding lipoprotein
chr,NC_003888.3,5265954,5266685,-,1100274,-,SCO4833,NP_733649.1,243,-,"phosphorylmutase, partial"
chr,NC_003888.3,5266682,5267128,-,1100275,-,SCO4834,NP_628989.1,148,-,hypothetical protein SCO4834
chr,NC_003888.3,5267125,5267634,-,1100276,-,SCO4835,NP_628990.1,169,-,hypothetical protein SCO4835
chr,NC_003888.3,5267682,5269070,+,1100277,-,SCO4836,NP_628991.1,462,-,GntR family transcriptional regulator
chr,NC_003888.3,5269286,5270731,+,1100278,glyA,SCO4837,NP_628992.1,481,-,serine hydroxymethyltransferase
chr,NC_003888.3,5270746,5271402,-,1100279,-,SCO4838,NP_628993.1,218,-,hypothetical protein SCO4838
chr,NC_003888.3,5271519,5272538,+,1100280,-,SCO4839,NP_628994.1,339,-,tryptophanyl-tRNA synthetase
chr,NC_003888.3,5272715,5273293,+,1100281,-,SCO4840,NP_628995.1,192,-,hypothetical protein SCO4840
chr,NC_003888.3,5273376,5274146,-,1100282,-,SCO4841,NP_628996.1,256,-,short-chain dehydrogenase
chr,NC_003888.3,5274166,5275539,-,1100283,-,SCO4842,NP_628997.1,457,-,oxidoreductase
chr,NC_003888.3,5275682,5276191,+,1100284,-,SCO4843,NP_628998.1,169,-,hypothetical protein SCO4843
chr,NC_003888.3,5276184,5277152,+,1100285,-,SCO4844,NP_628999.1,322,-,phosphoribose diphosphate:decaprenyl-phosphate phosphoribosyltransferase
